organism,id,protein_id,go_id,ontology,description,
5530,,KFG77527.1,97367,MF,carbohydrate derivative binding,
5530,,KFG77527.1,18202,BP,peptidyl-histidine modification,
5530,,KFG77527.1,3700,MF,DNA-binding transcription factor activity,
5530,,KFG77527.1,52621,MF,diguanylate cyclase activity,
5530,,KFG77527.1,3935,MF,GTP cyclohydrolase II activity,
5530,,KFG77527.1,9231,BP,riboflavin biosynthetic process,
5530,,KFG77529.1,3964,MF,RNA-directed DNA polymerase activity,
5530,,KFG77529.1,6278,BP,RNA-dependent DNA biosynthetic process,
5530,,KFG77529.1,3676,MF,nucleic acid binding,
5530,,KFG77529.1,15074,BP,DNA integration,
5530,,KFG77529.1,902,BP,cell morphogenesis,
5530,,KFG77533.1,4523,MF,RNA-DNA hybrid ribonuclease activity,
5530,,KFG77533.1,90502,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG77533.1,16021,CC,integral component of membrane,
5530,,KFG77533.1,6278,BP,RNA-dependent DNA biosynthetic process,
5530,,KFG77533.1,3964,MF,RNA-directed DNA polymerase activity,
5530,,KFG77533.1,3676,MF,nucleic acid binding,
5530,,KFG77533.1,4527,MF,exonuclease activity,
5530,,KFG77533.1,8270,MF,zinc ion binding,
5530,,KFG77533.1,46983,MF,protein dimerization activity,
5530,,KFG77533.1,8484,MF,sulfuric ester hydrolase activity,
5530,,KFG77533.1,15074,BP,DNA integration,
5530,,KFG77534.1,4523,MF,RNA-DNA hybrid ribonuclease activity,
5530,,KFG77534.1,90502,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG77534.1,16021,CC,integral component of membrane,
5530,,KFG77534.1,6278,BP,RNA-dependent DNA biosynthetic process,
5530,,KFG77534.1,3964,MF,RNA-directed DNA polymerase activity,
5530,,KFG77534.1,3676,MF,nucleic acid binding,
5530,,KFG77534.1,8270,MF,zinc ion binding,
5530,,KFG77534.1,4527,MF,exonuclease activity,
5530,,KFG77534.1,8484,MF,sulfuric ester hydrolase activity,
5530,,KFG77534.1,46983,MF,protein dimerization activity,
5530,,KFG77534.1,4252,MF,serine-type endopeptidase activity,
5530,,KFG77534.1,15074,BP,DNA integration,
5530,,KFG77534.1,6508,BP,proteolysis,
5530,,KFG77538.1,19901,MF,protein kinase binding,
5530,,KFG77538.1,6351,BP,transcription,
5530,,KFG77538.1,5634,CC,nucleus,
5530,,KFG77538.1,8810,MF,cellulase activity,
5530,,KFG77538.1,272,BP,polysaccharide catabolic process,
5530,,KFG77538.1,3677,MF,DNA binding,
5530,,KFG77538.1,8270,MF,zinc ion binding,
5530,,KFG77538.1,46983,MF,protein dimerization activity,
5530,,KFG77538.1,19208,MF,phosphatase regulator activity,
5530,,KFG77538.1,5737,CC,cytoplasm,
5530,,KFG77538.1,50790,BP,regulation of catalytic activity,
5530,,KFG77538.1,7165,BP,signal transduction,
5530,,KFG77539.1,3964,MF,RNA-directed DNA polymerase activity,
5530,,KFG77539.1,6278,BP,RNA-dependent DNA biosynthetic process,
5530,,KFG77539.1,16021,CC,integral component of membrane,
5530,,KFG77539.1,4523,MF,RNA-DNA hybrid ribonuclease activity,
5530,,KFG77539.1,90502,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG77539.1,8270,MF,zinc ion binding,
5530,,KFG77539.1,3676,MF,nucleic acid binding,
5530,,KFG77539.1,4527,MF,exonuclease activity,
5530,,KFG77539.1,16813,MF,hydrolase activity,
5530,,KFG77539.1,15299,MF,solute:proton antiporter activity,
5530,,KFG77539.1,1902600,BP,proton transmembrane transport,
5530,,KFG77539.1,9116,BP,nucleoside metabolic process,
5530,,KFG77542.1,4523,MF,RNA-DNA hybrid ribonuclease activity,
5530,,KFG77542.1,90502,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG77542.1,16021,CC,integral component of membrane,
5530,,KFG77542.1,6278,BP,RNA-dependent DNA biosynthetic process,
5530,,KFG77542.1,3964,MF,RNA-directed DNA polymerase activity,
5530,,KFG77542.1,3676,MF,nucleic acid binding,
5530,,KFG77542.1,4527,MF,exonuclease activity,
5530,,KFG77542.1,8270,MF,zinc ion binding,
5530,,KFG77542.1,46983,MF,protein dimerization activity,
5530,,KFG77542.1,8484,MF,sulfuric ester hydrolase activity,
5530,,KFG77542.1,3682,MF,chromatin binding,
5530,,KFG77542.1,723,BP,telomere maintenance,
5530,,KFG77542.1,3678,MF,DNA helicase activity,
5530,,KFG77542.1,32508,BP,DNA duplex unwinding,
5530,,KFG77542.1,16301,MF,kinase activity,
5530,,KFG77542.1,6310,BP,DNA recombination,
5530,,KFG77542.1,6281,BP,DNA repair,
5530,,KFG77542.1,5524,MF,ATP binding,
5530,,KFG77542.1,16310,BP,phosphorylation,
5530,,KFG77542.1,55085,BP,transmembrane transport,
5530,,KFG77542.1,16491,MF,oxidoreductase activity,
5530,,KFG77542.1,55114,BP,oxidation-reduction process,
5530,,KFG77543.1,4489,MF,methylenetetrahydrofolate reductase (NAD(P)H) activity,
5530,,KFG77543.1,35999,BP,tetrahydrofolate interconversion,
5530,,KFG77543.1,5829,CC,cytosol,
5530,,KFG77543.1,6555,BP,methionine metabolic process,
5530,,KFG77543.1,71949,MF,FAD binding,
5530,,KFG77543.1,55114,BP,oxidation-reduction process,
5530,,KFG77543.1,97,BP,sulfur amino acid biosynthetic process,
5530,,KFG77543.1,9067,BP,aspartate family amino acid biosynthetic process,
5530,,KFG77544.1,4823,MF,leucine-tRNA ligase activity,
5530,,KFG77544.1,6429,BP,leucyl-tRNA aminoacylation,
5530,,KFG77544.1,5759,CC,mitochondrial matrix,
5530,,KFG77544.1,2161,MF,aminoacyl-tRNA editing activity,
5530,,KFG77544.1,106074,BP,aminoacyl-tRNA metabolism involved in translational fidelity,
5530,,KFG77544.1,5524,MF,ATP binding,
5530,,KFG77544.1,32543,BP,mitochondrial translation,
5530,,KFG77546.1,16021,CC,integral component of membrane,
5530,,KFG77546.1,15184,MF,L-cystine transmembrane transporter activity,
5530,,KFG77546.1,15811,BP,L-cystine transport,
5530,,KFG77546.1,324,CC,fungal-type vacuole,
5530,,KFG77546.1,5774,CC,vacuolar membrane,
5530,,KFG77546.1,3924,MF,GTPase activity,
5530,,KFG77546.1,5525,MF,GTP binding,
5530,,KFG77549.1,5509,MF,calcium ion binding,
5530,,KFG77549.1,55085,BP,transmembrane transport,
5530,,KFG77549.1,16021,CC,integral component of membrane,
5530,,KFG77549.1,22857,MF,transmembrane transporter activity,
5530,,KFG77549.1,5634,CC,nucleus,
5530,,KFG77549.1,15800,BP,acidic amino acid transport,
5530,,KFG77549.1,15740,BP,C4-dicarboxylate transport,
5530,,KFG77549.1,15807,BP,L-amino acid transport,
5530,,KFG77549.1,6839,BP,mitochondrial transport,
5530,,KFG77549.1,6836,BP,neurotransmitter transport,
5530,,KFG77549.1,15893,BP,drug transport,
5530,,KFG77549.1,22904,BP,respiratory electron transport chain,
5530,,KFG77550.1,5634,CC,nucleus,
5530,,KFG77550.1,4386,MF,helicase activity,
5530,,KFG77550.1,44772,BP,mitotic cell cycle phase transition,
5530,,KFG77550.1,79,BP,regulation of cyclin-dependent protein serine/threonine kinase activity,
5530,,KFG77550.1,16538,MF,cyclin-dependent protein serine/threonine kinase regulator activity,
5530,,KFG77550.1,5789,CC,endoplasmic reticulum membrane,
5530,,KFG77550.1,19901,MF,protein kinase binding,
5530,,KFG77550.1,16639,MF,oxidoreductase activity,
5530,,KFG77550.1,307,CC,cyclin-dependent protein kinase holoenzyme complex,
5530,,KFG77550.1,5813,CC,centrosome,
5530,,KFG77550.1,3676,MF,nucleic acid binding,
5530,,KFG77550.1,5524,MF,ATP binding,
5530,,KFG77550.1,4672,MF,protein kinase activity,
5530,,KFG77550.1,6355,BP,regulation of transcription,
5530,,KFG77550.1,6468,BP,protein phosphorylation,
5530,,KFG77550.1,6520,BP,cellular amino acid metabolic process,
5530,,KFG77550.1,55114,BP,oxidation-reduction process,
5530,,KFG77551.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG77551.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG77551.1,5634,CC,nucleus,
5530,,KFG77551.1,8270,MF,zinc ion binding,
5530,,KFG77552.1,5887,CC,integral component of plasma membrane,
5530,,KFG77552.1,55085,BP,transmembrane transport,
5530,,KFG77552.1,16491,MF,oxidoreductase activity,
5530,,KFG77552.1,15893,BP,drug transport,
5530,,KFG77552.1,55114,BP,oxidation-reduction process,
5530,,KFG77552.1,329,CC,fungal-type vacuole membrane,
5530,,KFG77553.1,5634,CC,nucleus,
5530,,KFG77553.1,16021,CC,integral component of membrane,
5530,,KFG77554.1,5975,BP,carbohydrate metabolic process,
5530,,KFG77554.1,30248,MF,cellulose binding,
5530,,KFG77554.1,5576,CC,extracellular region,
5530,,KFG77554.1,4553,MF,hydrolase activity,
5530,,KFG77555.1,6541,BP,glutamine metabolic process,
5530,,KFG77555.1,16740,MF,transferase activity,
5530,,KFG77555.1,34399,CC,nuclear periphery,
5530,,KFG77555.1,5887,CC,integral component of plasma membrane,
5530,,KFG77555.1,16884,MF,carbon-nitrogen ligase activity,
5530,,KFG77555.1,16620,MF,oxidoreductase activity,
5530,,KFG77555.1,6177,BP,GMP biosynthetic process,
5530,,KFG77555.1,55085,BP,transmembrane transport,
5530,,KFG77555.1,55114,BP,oxidation-reduction process,
5530,,KFG77556.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG77556.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG77556.1,5634,CC,nucleus,
5530,,KFG77556.1,8270,MF,zinc ion binding,
5530,,KFG77556.1,3677,MF,DNA binding,
5530,,KFG77556.1,16407,MF,acetyltransferase activity,
5530,,KFG77557.1,16255,BP,attachment of GPI anchor to protein,
5530,,KFG77557.1,42765,CC,GPI-anchor transamidase complex,
5530,,KFG77557.1,16787,MF,hydrolase activity,
5530,,KFG77557.1,16042,BP,lipid catabolic process,
5530,,KFG77557.1,98507,BP,polynucleotide 5' dephosphorylation,
5530,,KFG77558.1,16255,BP,attachment of GPI anchor to protein,
5530,,KFG77558.1,42765,CC,GPI-anchor transamidase complex,
5530,,KFG77559.1,4467,MF,long-chain fatty acid-CoA ligase activity,
5530,,KFG77559.1,1676,BP,long-chain fatty acid metabolic process,
5530,,KFG77559.1,31235,CC,intrinsic component of the cytoplasmic side of the plasma membrane,
5530,,KFG77559.1,6633,BP,fatty acid biosynthetic process,
5530,,KFG77559.1,5811,CC,lipid droplet,
5530,,KFG77559.1,5777,CC,peroxisome,
5530,,KFG77559.1,5324,MF,long-chain fatty acid transporter activity,
5530,,KFG77559.1,31957,MF,very long-chain fatty acid-CoA ligase activity,
5530,,KFG77559.1,5783,CC,endoplasmic reticulum,
5530,,KFG77559.1,140354,BP,lipid import into cell,
5530,,KFG77559.1,30170,MF,pyridoxal phosphate binding,
5530,,KFG77559.1,16773,MF,phosphotransferase activity,
5530,,KFG77559.1,38,BP,very long-chain fatty acid metabolic process,
5530,,KFG77559.1,15909,BP,long-chain fatty acid transport,
5530,,KFG77559.1,5524,MF,ATP binding,
5530,,KFG77559.1,16021,CC,integral component of membrane,
5530,,KFG77559.1,9254,BP,peptidoglycan turnover,
5530,,KFG77559.1,6040,BP,amino sugar metabolic process,
5530,,KFG77560.1,51920,MF,peroxiredoxin activity,
5530,,KFG77560.1,45454,BP,cell redox homeostasis,
5530,,KFG77560.1,5623,CC,cell,
5530,,KFG77560.1,98869,BP,cellular oxidant detoxification,
5530,,KFG77560.1,4713,MF,protein tyrosine kinase activity,
5530,,KFG77560.1,4252,MF,serine-type endopeptidase activity,
5530,,KFG77560.1,55114,BP,oxidation-reduction process,
5530,,KFG77560.1,18108,BP,peptidyl-tyrosine phosphorylation,
5530,,KFG77560.1,5524,MF,ATP binding,
5530,,KFG77560.1,6508,BP,proteolysis,
5530,,KFG77561.1,51920,MF,peroxiredoxin activity,
5530,,KFG77561.1,98869,BP,cellular oxidant detoxification,
5530,,KFG77561.1,5623,CC,cell,
5530,,KFG77561.1,45454,BP,cell redox homeostasis,
5530,,KFG77561.1,4601,MF,peroxidase activity,
5530,,KFG77561.1,4252,MF,serine-type endopeptidase activity,
5530,,KFG77561.1,55114,BP,oxidation-reduction process,
5530,,KFG77561.1,34599,BP,cellular response to oxidative stress,
5530,,KFG77561.1,6508,BP,proteolysis,
5530,,KFG77562.1,4806,MF,triglyceride lipase activity,
5530,,KFG77562.1,16042,BP,lipid catabolic process,
5530,,KFG77562.1,16020,CC,membrane,
5530,,KFG77562.1,16740,MF,transferase activity,
5530,,KFG77562.1,6642,BP,triglyceride mobilization,
5530,,KFG77562.1,46160,BP,heme a metabolic process,
5530,,KFG77562.1,48033,BP,heme o metabolic process,
5530,,KFG77562.1,6783,BP,heme biosynthetic process,
5530,,KFG77564.1,16301,MF,kinase activity,
5530,,KFG77564.1,16310,BP,phosphorylation,
5530,,KFG77564.1,16773,MF,phosphotransferase activity,
5530,,KFG77564.1,140096,MF,catalytic activity,
5530,,KFG77564.1,6464,BP,cellular protein modification process,
5530,,KFG77564.1,1758,MF,retinal dehydrogenase activity,
5530,,KFG77564.1,33721,MF,aldehyde dehydrogenase (NADP+) activity,
5530,,KFG77564.1,4565,MF,beta-galactosidase activity,
5530,,KFG77564.1,5975,BP,carbohydrate metabolic process,
5530,,KFG77564.1,55114,BP,oxidation-reduction process,
5530,,KFG77565.1,8237,MF,metallopeptidase activity,
5530,,KFG77565.1,6508,BP,proteolysis,
5530,,KFG77566.1,8081,MF,phosphoric diester hydrolase activity,
5530,,KFG77566.1,6629,BP,lipid metabolic process,
5530,,KFG77566.1,16021,CC,integral component of membrane,
5530,,KFG77566.1,34770,BP,histone H4-K20 methylation,
5530,,KFG77566.1,42799,MF,histone methyltransferase activity (H4-K20 specific),
5530,,KFG77566.1,71949,MF,FAD binding,
5530,,KFG77567.1,16021,CC,integral component of membrane,
5530,,KFG77567.1,45140,MF,inositol phosphoceramide synthase activity,
5530,,KFG77567.1,6673,BP,inositol phosphoceramide metabolic process,
5530,,KFG77567.1,30148,BP,sphingolipid biosynthetic process,
5530,,KFG77567.1,8312,MF,7S RNA binding,
5530,,KFG77567.1,70916,CC,inositol phosphoceramide synthase complex,
5530,,KFG77567.1,6614,BP,SRP-dependent cotranslational protein targeting to membrane,
5530,,KFG77567.1,16787,MF,hydrolase activity,
5530,,KFG77567.1,48500,CC,signal recognition particle,
5530,,KFG77568.1,4177,MF,aminopeptidase activity,
5530,,KFG77568.1,6508,BP,proteolysis,
5530,,KFG77568.1,324,CC,fungal-type vacuole,
5530,,KFG77568.1,46872,MF,metal ion binding,
5530,,KFG77568.1,16603,MF,glutaminyl-peptide cyclotransferase activity,
5530,,KFG77568.1,9820,BP,alkaloid metabolic process,
5530,,KFG77568.1,7039,BP,protein catabolic process in the vacuole,
5530,,KFG77568.1,16021,CC,integral component of membrane,
5530,,KFG77568.1,413,BP,protein peptidyl-prolyl isomerization,
5530,,KFG77568.1,16765,MF,transferase activity,
5530,,KFG77568.1,3755,MF,peptidyl-prolyl cis-trans isomerase activity,
5530,,KFG77568.1,55114,BP,oxidation-reduction process,
5530,,KFG77568.1,16491,MF,oxidoreductase activity,
5530,,KFG77570.1,79,BP,regulation of cyclin-dependent protein serine/threonine kinase activity,
5530,,KFG77570.1,19901,MF,protein kinase binding,
5530,,KFG77570.1,16021,CC,integral component of membrane,
5530,,KFG77570.1,5524,MF,ATP binding,
5530,,KFG77570.1,46872,MF,metal ion binding,
5530,,KFG77572.1,6351,BP,transcription,
5530,,KFG77572.1,8270,MF,zinc ion binding,
5530,,KFG77572.1,5634,CC,nucleus,
5530,,KFG77572.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG77572.1,3677,MF,DNA binding,
5530,,KFG77572.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG77573.1,47617,MF,acyl-CoA hydrolase activity,
5530,,KFG77573.1,55114,BP,oxidation-reduction process,
5530,,KFG77573.1,16021,CC,integral component of membrane,
5530,,KFG77573.1,16491,MF,oxidoreductase activity,
5530,,KFG77574.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG77574.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG77574.1,5634,CC,nucleus,
5530,,KFG77574.1,6351,BP,transcription,
5530,,KFG77574.1,8270,MF,zinc ion binding,
5530,,KFG77574.1,3677,MF,DNA binding,
5530,,KFG77575.1,16491,MF,oxidoreductase activity,
5530,,KFG77575.1,55114,BP,oxidation-reduction process,
5530,,KFG77576.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG77576.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG77576.1,5634,CC,nucleus,
5530,,KFG77576.1,6351,BP,transcription,
5530,,KFG77576.1,8270,MF,zinc ion binding,
5530,,KFG77576.1,3677,MF,DNA binding,
5530,,KFG77576.1,16021,CC,integral component of membrane,
5530,,KFG77576.1,15099,MF,nickel cation transmembrane transporter activity,
5530,,KFG77576.1,31226,CC,intrinsic component of plasma membrane,
5530,,KFG77576.1,47547,MF,2-methylcitrate dehydratase activity,
5530,,KFG77576.1,47617,MF,acyl-CoA hydrolase activity,
5530,,KFG77576.1,8716,MF,D-alanine-D-alanine ligase activity,
5530,,KFG77576.1,4332,MF,fructose-bisphosphate aldolase activity,
5530,,KFG77576.1,16491,MF,oxidoreductase activity,
5530,,KFG77576.1,5524,MF,ATP binding,
5530,,KFG77576.1,35444,BP,nickel cation transmembrane transport,
5530,,KFG77576.1,6096,BP,glycolytic process,
5530,,KFG77576.1,55114,BP,oxidation-reduction process,
5530,,KFG77577.1,15099,MF,nickel cation transmembrane transporter activity,
5530,,KFG77577.1,35444,BP,nickel cation transmembrane transport,
5530,,KFG77577.1,5887,CC,integral component of plasma membrane,
5530,,KFG77577.1,46872,MF,metal ion binding,
5530,,KFG77577.1,5634,CC,nucleus,
5530,,KFG77577.1,31177,MF,phosphopantetheine binding,
5530,,KFG77577.1,55114,BP,oxidation-reduction process,
5530,,KFG77577.1,16491,MF,oxidoreductase activity,
5530,,KFG77577.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG77577.1,34654,BP,nucleobase-containing compound biosynthetic process,
5530,,KFG77577.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG77577.1,3887,MF,DNA-directed DNA polymerase activity,
5530,,KFG77577.1,3677,MF,DNA binding,
5530,,KFG77577.1,90304,BP,nucleic acid metabolic process,
5530,,KFG77577.1,34645,BP,cellular macromolecule biosynthetic process,
5530,,KFG77577.1,10467,BP,gene expression,
5530,,KFG77579.1,6914,BP,autophagy,
5530,,KFG77579.1,16301,MF,kinase activity,
5530,,KFG77579.1,34045,CC,phagophore assembly site membrane,
5530,,KFG77579.1,1990316,CC,Atg1/ULK1 kinase complex,
5530,,KFG77579.1,4177,MF,aminopeptidase activity,
5530,,KFG77579.1,16813,MF,hydrolase activity,
5530,,KFG77579.1,16310,BP,phosphorylation,
5530,,KFG77579.1,30295,MF,protein kinase activator activity,
5530,,KFG77579.1,61726,BP,mitochondrion disassembly,
5530,,KFG77579.1,71705,BP,nitrogen compound transport,
5530,,KFG77579.1,16021,CC,integral component of membrane,
5530,,KFG77579.1,5384,MF,manganese ion transmembrane transporter activity,
5530,,KFG77579.1,71702,BP,organic substance transport,
5530,,KFG77579.1,32147,BP,activation of protein kinase activity,
5530,,KFG77579.1,7033,BP,vacuole organization,
5530,,KFG77579.1,6508,BP,proteolysis,
5530,,KFG77579.1,45184,BP,establishment of protein localization,
5530,,KFG77579.1,70925,BP,organelle assembly,
5530,,KFG77579.1,6820,BP,anion transport,
5530,,KFG77579.1,55085,BP,transmembrane transport,
5530,,KFG77579.1,30026,BP,cellular manganese ion homeostasis,
5530,,KFG77579.1,6828,BP,manganese ion transport,
5530,,KFG77582.1,22857,MF,transmembrane transporter activity,
5530,,KFG77582.1,55085,BP,transmembrane transport,
5530,,KFG77582.1,16021,CC,integral component of membrane,
5530,,KFG77583.1,71949,MF,FAD binding,
5530,,KFG77583.1,55114,BP,oxidation-reduction process,
5530,,KFG77583.1,16592,CC,mediator complex,
5530,,KFG77583.1,6777,BP,Mo-molybdopterin cofactor biosynthetic process,
5530,,KFG77583.1,16491,MF,oxidoreductase activity,
5530,,KFG77583.1,10467,BP,gene expression,
5530,,KFG77583.1,34645,BP,cellular macromolecule biosynthetic process,
5530,,KFG77583.1,5840,CC,ribosome,
5530,,KFG77583.1,43603,BP,cellular amide metabolic process,
5530,,KFG77583.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG77583.1,3712,MF,transcription coregulator activity,
5530,,KFG77583.1,44271,BP,cellular nitrogen compound biosynthetic process,
5530,,KFG77583.1,3735,MF,structural constituent of ribosome,
5530,,KFG77583.1,16757,MF,transferase activity,
5530,,KFG77583.1,46914,MF,transition metal ion binding,
5530,,KFG77583.1,17040,MF,N-acylsphingosine amidohydrolase activity,
5530,,KFG77583.1,3677,MF,DNA binding,
5530,,KFG77583.1,20037,MF,heme binding,
