id,protein_id,go_id,ontology,description,,,,
,KID59290.1,16021,CC,integral component of membrane,,,,
,KID59290.1,46872,MF,metal ion binding,,,,
,KID59290.1,55114,BP,oxidation-reduction process,,,,
,KID59291.1,5524,MF,ATP binding,,,,
,KID59291.1,16740,MF,transferase activity,,,,
,KID59291.1,16874,MF,ligase activity,,,,
,KID59292.1,276,CC,mitochondrial proton-transporting ATP synthase complex,,,,
,KID59292.1,15985,BP,energy coupled proton transport,,,,
,KID59292.1,15078,MF,proton transmembrane transporter activity,,,,
,KID59292.1,6754,BP,ATP biosynthetic process,,,,
,KID59292.1,44769,MF,ATPase activity,,,,
,KID59292.1,19829,MF,ATPase-coupled cation transmembrane transporter activity,,,,
,KID59292.1,16787,MF,hydrolase activity,,,,
,KID59292.1,5854,CC,nascent polypeptide-associated complex,,,,
,KID59292.1,45265,CC,proton-transporting ATP synthase,,,,
,KID59292.1,16021,CC,integral component of membrane,,,,
,KID59293.1,5854,CC,nascent polypeptide-associated complex,,,,
,KID59293.1,15985,BP,energy coupled proton transport,,,,
,KID59293.1,15078,MF,proton transmembrane transporter activity,,,,
,KID59293.1,6754,BP,ATP biosynthetic process,,,,
,KID59293.1,276,CC,mitochondrial proton-transporting ATP synthase complex,,,,
,KID59293.1,3735,MF,structural constituent of ribosome,,,,
,KID59293.1,5634,CC,nucleus,,,,
,KID59293.1,5840,CC,ribosome,,,,
,KID59293.1,15031,BP,protein transport,,,,
,KID59293.1,6412,BP,translation,,,,
,KID59294.1,3735,MF,structural constituent of ribosome,,,,
,KID59294.1,5840,CC,ribosome,,,,
,KID59294.1,6412,BP,translation,,,,
,KID59294.1,3723,MF,RNA binding,,,,
,KID59294.1,5854,CC,nascent polypeptide-associated complex,,,,
,KID59294.1,44445,CC,cytosolic part,,,,
,KID59294.1,44446,CC,intracellular organelle part,,,,
,KID59294.1,42273,BP,ribosomal large subunit biogenesis,,,,
,KID59296.1,6629,BP,lipid metabolic process,,,,
,KID59296.1,16021,CC,integral component of membrane,,,,
,KID59296.1,16301,MF,kinase activity,,,,
,KID59296.1,16491,MF,oxidoreductase activity,,,,
,KID59296.1,5739,CC,mitochondrion,,,,
,KID59296.1,16310,BP,phosphorylation,,,,
,KID59296.1,55114,BP,oxidation-reduction process,,,,
,KID59297.1,5739,CC,mitochondrion,,,,
,KID59297.1,16491,MF,oxidoreductase activity,,,,
,KID59297.1,55114,BP,oxidation-reduction process,,,,
,KID59297.1,6629,BP,lipid metabolic process,,,,
,KID59297.1,16021,CC,integral component of membrane,,,,
,KID59300.1,5747,CC,mitochondrial respiratory chain complex I,,,,
,KID59300.1,55114,BP,oxidation-reduction process,,,,
,KID59300.1,16491,MF,oxidoreductase activity,,,,
,KID59300.1,5840,CC,ribosome,,,,
,KID59301.1,6850,BP,mitochondrial pyruvate transmembrane transport,,,,
,KID59301.1,5743,CC,mitochondrial inner membrane,,,,
,KID59301.1,50833,MF,pyruvate transmembrane transporter activity,,,,
,KID59301.1,16021,CC,integral component of membrane,,,,
,KID59301.1,98573,CC,intrinsic component of mitochondrial membrane,,,,
,KID59302.1,5089,MF,Rho guanyl-nucleotide exchange factor activity,,,,
,KID59302.1,35023,BP,regulation of Rho protein signal transduction,,,,
,KID59303.1,4411,MF,homogentisate 1,,,,
,KID59303.1,1902222,BP,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,,,,
,KID59303.1,6570,BP,tyrosine metabolic process,,,,
,KID59303.1,6558,BP,L-phenylalanine metabolic process,,,,
,KID59303.1,9074,BP,aromatic amino acid family catabolic process,,,,
,KID59303.1,42737,BP,drug catabolic process,,,,
,KID59303.1,5506,MF,iron ion binding,,,,
,KID59303.1,55114,BP,oxidation-reduction process,,,,
,KID59304.1,16705,MF,oxidoreductase activity,,,,
,KID59304.1,55114,BP,oxidation-reduction process,,,,
,KID59304.1,16021,CC,integral component of membrane,,,,
,KID59304.1,4497,MF,monooxygenase activity,,,,
,KID59304.1,5506,MF,iron ion binding,,,,
,KID59304.1,20037,MF,heme binding,,,,
,KID59305.1,42910,MF,xenobiotic transmembrane transporter activity,,,,
,KID59305.1,42908,BP,xenobiotic transport,,,,
,KID59305.1,16021,CC,integral component of membrane,,,,
,KID59305.1,15297,MF,antiporter activity,,,,
,KID59305.1,55085,BP,transmembrane transport,,,,
,KID59306.1,4784,MF,superoxide dismutase activity,,,,
,KID59306.1,19430,BP,removal of superoxide radicals,,,,
,KID59306.1,5623,CC,cell,,,,
,KID59306.1,5615,CC,extracellular space,,,,
,KID59306.1,46872,MF,metal ion binding,,,,
,KID59306.1,16021,CC,integral component of membrane,,,,
,KID59306.1,6882,BP,cellular zinc ion homeostasis,,,,
,KID59306.1,55114,BP,oxidation-reduction process,,,,
,KID59306.1,45454,BP,cell redox homeostasis,,,,
,KID59307.1,16442,CC,RISC complex,,,,
,KID59307.1,31047,BP,gene silencing by RNA,,,,
,KID59307.1,4518,MF,nuclease activity,,,,
,KID59307.1,5737,CC,cytoplasm,,,,
,KID59307.1,4784,MF,superoxide dismutase activity,,,,
,KID59307.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,,,,
,KID59307.1,4801,MF,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity,,,,
,KID59307.1,46872,MF,metal ion binding,,,,
,KID59307.1,5634,CC,nucleus,,,,
,KID59307.1,3723,MF,RNA binding,,,,
,KID59307.1,19430,BP,removal of superoxide radicals,,,,
,KID59307.1,6098,BP,pentose-phosphate shunt,,,,
,KID59307.1,6401,BP,RNA catabolic process,,,,
,KID59307.1,5975,BP,carbohydrate metabolic process,,,,
,KID59308.1,4801,MF,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity,,,,
,KID59308.1,6098,BP,pentose-phosphate shunt,,,,
,KID59308.1,5737,CC,cytoplasm,,,,
,KID59308.1,5975,BP,carbohydrate metabolic process,,,,
,KID59308.1,6115,BP,ethanol biosynthetic process,,,,
,KID59308.1,6113,BP,fermentation,,,,
,KID59308.1,44282,BP,small molecule catabolic process,,,,
,KID59308.1,1901575,BP,organic substance catabolic process,,,,
,KID59309.1,16787,MF,hydrolase activity,,,,
,KID59309.1,16021,CC,integral component of membrane,,,,
,KID59310.1,33617,BP,mitochondrial respiratory chain complex IV assembly,,,,
,KID59310.1,31305,CC,integral component of mitochondrial inner membrane,,,,
,KID59310.1,16787,MF,hydrolase activity,,,,
,KID59310.1,5758,CC,mitochondrial intermembrane space,,,,
,KID59311.1,16787,MF,hydrolase activity,,,,
,KID59311.1,16021,CC,integral component of membrane,,,,
,KID59311.1,6629,BP,lipid metabolic process,,,,
,KID59312.1,16021,CC,integral component of membrane,,,,
,KID59312.1,16757,MF,transferase activity,,,,
,KID59314.1,46872,MF,metal ion binding,,,,
,KID59314.1,178,CC,exosome (RNase complex),,,,
,KID59314.1,3723,MF,RNA binding,,,,
,KID59315.1,51015,MF,actin filament binding,,,,
,KID59315.1,16459,CC,myosin complex,,,,
,KID59315.1,6221,BP,pyrimidine nucleotide biosynthetic process,,,,
,KID59315.1,3774,MF,motor activity,,,,
,KID59315.1,46036,BP,CTP metabolic process,,,,
,KID59315.1,9209,BP,pyrimidine ribonucleoside triphosphate biosynthetic process,,,,
,KID59315.1,5524,MF,ATP binding,,,,
,KID59315.1,6541,BP,glutamine metabolic process,,,,
,KID59315.1,3883,MF,CTP synthase activity,,,,
,KID59315.1,9260,BP,ribonucleotide biosynthetic process,,,,
,KID59322.1,723,BP,telomere maintenance,,,,
,KID59322.1,3678,MF,DNA helicase activity,,,,
,KID59322.1,32508,BP,DNA duplex unwinding,,,,
,KID59322.1,6310,BP,DNA recombination,,,,
,KID59322.1,6281,BP,DNA repair,,,,
,KID59322.1,5524,MF,ATP binding,,,,
,KID59322.1,3676,MF,nucleic acid binding,,,,
,KID59324.1,6355,BP,regulation of transcription,,,,
,KID59324.1,16705,MF,oxidoreductase activity,,,,
,KID59324.1,16021,CC,integral component of membrane,,,,
,KID59324.1,4497,MF,monooxygenase activity,,,,
,KID59324.1,5506,MF,iron ion binding,,,,
,KID59324.1,20037,MF,heme binding,,,,
,KID59324.1,55114,BP,oxidation-reduction process,,,,
,KID59325.1,4190,MF,aspartic-type endopeptidase activity,,,,
,KID59325.1,6508,BP,proteolysis,,,,
,KID59325.1,324,CC,fungal-type vacuole,,,,
,KID59325.1,16237,BP,lysosomal microautophagy,,,,
,KID59325.1,16236,BP,macroautophagy,,,,
,KID59325.1,70492,MF,oligosaccharide binding,,,,
,KID59325.1,97718,MF,disordered domain specific binding,,,,
,KID59325.1,9267,BP,cellular response to starvation,,,,
,KID59325.1,5615,CC,extracellular space,,,,
,KID59325.1,30163,BP,protein catabolic process,,,,
,KID59325.1,51604,BP,protein maturation,,,,
,KID59325.1,32991,CC,protein-containing complex,,,,
,KID59325.1,2803,BP,positive regulation of antibacterial peptide production,,,,
,KID59325.1,44265,BP,cellular macromolecule catabolic process,,,,
,KID59325.1,44267,BP,cellular protein metabolic process,,,,
,KID59325.1,32258,BP,protein localization by the Cvt pathway,,,,
,KID59325.1,7586,BP,digestion,,,,
,KID59328.1,15074,BP,DNA integration,,,,
,KID59328.1,3676,MF,nucleic acid binding,,,,
,KID59328.1,5634,CC,nucleus,,,,
,KID59329.1,15074,BP,DNA integration,,,,
,KID59329.1,3676,MF,nucleic acid binding,,,,
,KID59329.1,5634,CC,nucleus,,,,
,KID59329.1,3964,MF,RNA-directed DNA polymerase activity,,,,
,KID59329.1,8270,MF,zinc ion binding,,,,
,KID59329.1,5739,CC,mitochondrion,,,,
,KID59329.1,5887,CC,integral component of plasma membrane,,,,
,KID59329.1,6278,BP,RNA-dependent DNA biosynthetic process,,,,
,KID59329.1,4806,MF,triglyceride lipase activity,,,,
,KID59329.1,4190,MF,aspartic-type endopeptidase activity,,,,
,KID59329.1,4523,MF,RNA-DNA hybrid ribonuclease activity,,,,
,KID59329.1,16042,BP,lipid catabolic process,,,,
,KID59329.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID59329.1,6508,BP,proteolysis,,,,
,KID59329.1,46983,MF,protein dimerization activity,,,,
,KID59329.1,5524,MF,ATP binding,,,,
,KID59329.1,9143,BP,nucleoside triphosphate catabolic process,,,,
,KID59329.1,47429,MF,nucleoside-triphosphate diphosphatase activity,,,,
,KID59329.1,6468,BP,protein phosphorylation,,,,
,KID59329.1,4672,MF,protein kinase activity,,,,
,KID59329.1,6355,BP,regulation of transcription,,,,
,KID59329.1,3678,MF,DNA helicase activity,,,,
,KID59329.1,32508,BP,DNA duplex unwinding,,,,
,KID59329.1,55085,BP,transmembrane transport,,,,
,KID59331.1,4672,MF,protein kinase activity,,,,
,KID59331.1,6468,BP,protein phosphorylation,,,,
,KID59331.1,5524,MF,ATP binding,,,,
,KID59335.1,46872,MF,metal ion binding,,,,
,KID59335.1,6888,BP,endoplasmic reticulum to Golgi vesicle-mediated transport,,,,
,KID59335.1,5737,CC,cytoplasm,,,,
,KID59336.1,3924,MF,GTPase activity,,,,
,KID59336.1,266,BP,mitochondrial fission,,,,
,KID59336.1,5737,CC,cytoplasm,,,,
,KID59336.1,5525,MF,GTP binding,,,,
,KID59336.1,16559,BP,peroxisome fission,,,,
,KID59336.1,16020,CC,membrane,,,,
,KID59336.1,55114,BP,oxidation-reduction process,,,,
,KID59336.1,8017,MF,microtubule binding,,,,
,KID59336.1,16702,MF,oxidoreductase activity,,,,
,KID59338.1,6313,BP,transposition,,,,
,KID59338.1,3677,MF,DNA binding,,,,
,KID59338.1,30014,CC,CCR4-NOT complex,,,,
,KID59338.1,16021,CC,integral component of membrane,,,,
,KID59338.1,15074,BP,DNA integration,,,,
,KID59338.1,4518,MF,nuclease activity,,,,
,KID59338.1,17025,MF,TBP-class protein binding,,,,
,KID59338.1,16491,MF,oxidoreductase activity,,,,
,KID59338.1,50662,MF,coenzyme binding,,,,
,KID59338.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,,,,
,KID59338.1,70897,BP,transcription preinitiation complex assembly,,,,
,KID59338.1,16831,MF,carboxy-lyase activity,,,,
,KID59338.1,55114,BP,oxidation-reduction process,,,,
,KID59338.1,140098,MF,catalytic activity,,,,
,KID59338.1,46983,MF,protein dimerization activity,,,,
,KID59338.1,70279,MF,vitamin B6 binding,,,,
,KID59338.1,6520,BP,cellular amino acid metabolic process,,,,
,KID59338.1,42132,MF,fructose 1,,,,
,KID59338.1,43168,MF,anion binding,,,,
,KID59338.1,6071,BP,glycerol metabolic process,,,,
,KID59338.1,6094,BP,gluconeogenesis,,,,
,KID59338.1,52689,MF,carboxylic ester hydrolase activity,,,,
,KID59338.1,106074,BP,aminoacyl-tRNA metabolism involved in translational fidelity,,,,
,KID59338.1,16875,MF,ligase activity,,,,
,KID59338.1,166,MF,nucleotide binding,,,,
,KID59338.1,16311,BP,dephosphorylation,,,,
,KID59338.1,97367,MF,carbohydrate derivative binding,,,,
,KID59338.1,6355,BP,regulation of transcription,,,,
,KID59338.1,6412,BP,translation,,,,
,KID59339.1,15074,BP,DNA integration,,,,
,KID59339.1,3676,MF,nucleic acid binding,,,,
,KID59340.1,15074,BP,DNA integration,,,,
,KID59340.1,3676,MF,nucleic acid binding,,,,
,KID59340.1,16021,CC,integral component of membrane,,,,
,KID59340.1,3964,MF,RNA-directed DNA polymerase activity,,,,
,KID59340.1,6278,BP,RNA-dependent DNA biosynthetic process,,,,
,KID59341.1,4523,MF,RNA-DNA hybrid ribonuclease activity,,,,
,KID59341.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID59341.1,16021,CC,integral component of membrane,,,,
,KID59341.1,6278,BP,RNA-dependent DNA biosynthetic process,,,,
,KID59341.1,3964,MF,RNA-directed DNA polymerase activity,,,,
,KID59341.1,3676,MF,nucleic acid binding,,,,
,KID59341.1,8270,MF,zinc ion binding,,,,
,KID59341.1,4527,MF,exonuclease activity,,,,
,KID59341.1,8484,MF,sulfuric ester hydrolase activity,,,,
,KID59341.1,3678,MF,DNA helicase activity,,,,
,KID59341.1,46983,MF,protein dimerization activity,,,,
,KID59341.1,723,BP,telomere maintenance,,,,
,KID59341.1,32508,BP,DNA duplex unwinding,,,,
,KID59341.1,6310,BP,DNA recombination,,,,
,KID59341.1,5524,MF,ATP binding,,,,
,KID59341.1,15074,BP,DNA integration,,,,
,KID59341.1,6281,BP,DNA repair,,,,
,KID59341.1,4252,MF,serine-type endopeptidase activity,,,,
,KID59341.1,6508,BP,proteolysis,,,,
,KID59342.1,4523,MF,RNA-DNA hybrid ribonuclease activity,,,,
,KID59342.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID59342.1,16021,CC,integral component of membrane,,,,
,KID59342.1,6278,BP,RNA-dependent DNA biosynthetic process,,,,
,KID59342.1,3964,MF,RNA-directed DNA polymerase activity,,,,
,KID59342.1,4527,MF,exonuclease activity,,,,
,KID59342.1,3676,MF,nucleic acid binding,,,,
,KID59342.1,8270,MF,zinc ion binding,,,,
,KID59342.1,46983,MF,protein dimerization activity,,,,
,KID59342.1,8484,MF,sulfuric ester hydrolase activity,,,,
,KID59343.1,4523,MF,RNA-DNA hybrid ribonuclease activity,,,,
,KID59343.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID59343.1,16021,CC,integral component of membrane,,,,
,KID59343.1,6278,BP,RNA-dependent DNA biosynthetic process,,,,
,KID59343.1,3964,MF,RNA-directed DNA polymerase activity,,,,
,KID59343.1,3676,MF,nucleic acid binding,,,,
,KID59343.1,8270,MF,zinc ion binding,,,,
,KID59343.1,4527,MF,exonuclease activity,,,,
,KID59343.1,8484,MF,sulfuric ester hydrolase activity,,,,
,KID59343.1,46983,MF,protein dimerization activity,,,,
,KID59343.1,3678,MF,DNA helicase activity,,,,
,KID59343.1,723,BP,telomere maintenance,,,,
,KID59343.1,32508,BP,DNA duplex unwinding,,,,
,KID59343.1,15074,BP,DNA integration,,,,
,KID59343.1,5524,MF,ATP binding,,,,
,KID59343.1,6310,BP,DNA recombination,,,,
,KID59343.1,6281,BP,DNA repair,,,,
,KID59343.1,4252,MF,serine-type endopeptidase activity,,,,
,KID59343.1,6508,BP,proteolysis,,,,
,KID59346.1,4540,MF,ribonuclease activity,,,,
,KID59346.1,6397,BP,mRNA processing,,,,
,KID59346.1,5634,CC,nucleus,,,,
,KID59346.1,90501,BP,RNA phosphodiester bond hydrolysis,,,,
,KID59346.1,19901,MF,protein kinase binding,,,,
,KID59346.1,4672,MF,protein kinase activity,,,,
,KID59346.1,6468,BP,protein phosphorylation,,,,
,KID59346.1,8810,MF,cellulase activity,,,,
,KID59346.1,5737,CC,cytoplasm,,,,
,KID59346.1,46326,BP,positive regulation of glucose import,,,,
,KID59346.1,3677,MF,DNA binding,,,,
,KID59346.1,6351,BP,transcription,,,,
,KID59346.1,45071,BP,negative regulation of viral genome replication,,,,
,KID59346.1,46983,MF,protein dimerization activity,,,,
,KID59346.1,8270,MF,zinc ion binding,,,,
,KID59346.1,19208,MF,phosphatase regulator activity,,,,
,KID59346.1,5524,MF,ATP binding,,,,
,KID59346.1,45444,BP,fat cell differentiation,,,,
,KID59346.1,272,BP,polysaccharide catabolic process,,,,
,KID59346.1,43488,BP,regulation of mRNA stability,,,,
,KID59346.1,43021,MF,ribonucleoprotein complex binding,,,,
,KID59346.1,51607,BP,defense response to virus,,,,
,KID59346.1,3723,MF,RNA binding,,,,
,KID59346.1,45944,BP,positive regulation of transcription by RNA polymerase II,,,,
,KID59346.1,50790,BP,regulation of catalytic activity,,,,
,KID59346.1,7165,BP,signal transduction,,,,
,KID59347.1,3964,MF,RNA-directed DNA polymerase activity,,,,
,KID59347.1,6278,BP,RNA-dependent DNA biosynthetic process,,,,
,KID59347.1,5887,CC,integral component of plasma membrane,,,,
,KID59347.1,4523,MF,RNA-DNA hybrid ribonuclease activity,,,,
,KID59347.1,3676,MF,nucleic acid binding,,,,
,KID59347.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID59347.1,8270,MF,zinc ion binding,,,,
,KID59347.1,4527,MF,exonuclease activity,,,,
,KID59347.1,15299,MF,solute:proton antiporter activity,,,,
,KID59347.1,55085,BP,transmembrane transport,,,,
,KID59347.1,15672,BP,monovalent inorganic cation transport,,,,
,KID59347.1,6355,BP,regulation of transcription,,,,
,KID59348.1,6355,BP,regulation of transcription,,,,
,KID59348.1,16705,MF,oxidoreductase activity,,,,
,KID59348.1,16021,CC,integral component of membrane,,,,
,KID59348.1,4497,MF,monooxygenase activity,,,,
,KID59348.1,5506,MF,iron ion binding,,,,
,KID59348.1,20037,MF,heme binding,,,,
,KID59348.1,55114,BP,oxidation-reduction process,,,,
,KID59350.1,4523,MF,RNA-DNA hybrid ribonuclease activity,,,,
,KID59350.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID59350.1,16021,CC,integral component of membrane,,,,
,KID59350.1,6278,BP,RNA-dependent DNA biosynthetic process,,,,
,KID59350.1,3964,MF,RNA-directed DNA polymerase activity,,,,
,KID59350.1,3676,MF,nucleic acid binding,,,,
,KID59350.1,8270,MF,zinc ion binding,,,,
,KID59350.1,8484,MF,sulfuric ester hydrolase activity,,,,
,KID59350.1,4527,MF,exonuclease activity,,,,
,KID59350.1,46983,MF,protein dimerization activity,,,,
,KID59350.1,16301,MF,kinase activity,,,,
,KID59350.1,15074,BP,DNA integration,,,,
,KID59350.1,16310,BP,phosphorylation,,,,
,KID59351.1,3964,MF,RNA-directed DNA polymerase activity,,,,
,KID59351.1,6278,BP,RNA-dependent DNA biosynthetic process,,,,
,KID59351.1,4523,MF,RNA-DNA hybrid ribonuclease activity,,,,
,KID59351.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID59351.1,3676,MF,nucleic acid binding,,,,
,KID59351.1,4527,MF,exonuclease activity,,,,
,KID59352.1,4672,MF,protein kinase activity,,,,
,KID59352.1,6468,BP,protein phosphorylation,,,,
,KID59352.1,5524,MF,ATP binding,,,,
,KID59353.1,723,BP,telomere maintenance,,,,
,KID59353.1,3678,MF,DNA helicase activity,,,,
,KID59353.1,5634,CC,nucleus,,,,
,KID59353.1,32508,BP,DNA duplex unwinding,,,,
,KID59353.1,6310,BP,DNA recombination,,,,
,KID59353.1,6281,BP,DNA repair,,,,
,KID59353.1,16021,CC,integral component of membrane,,,,
,KID59353.1,5524,MF,ATP binding,,,,
,KID59353.1,46983,MF,protein dimerization activity,,,,
,KID59353.1,981,MF,DNA-binding transcription factor activity,,,,
,KID59353.1,50660,MF,flavin adenine dinucleotide binding,,,,
,KID59353.1,16614,MF,oxidoreductase activity,,,,
,KID59353.1,8270,MF,zinc ion binding,,,,
,KID59353.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID59353.1,16747,MF,transferase activity,,,,
,KID59353.1,3677,MF,DNA binding,,,,
,KID59353.1,55114,BP,oxidation-reduction process,,,,
,KID59356.1,16021,CC,integral component of membrane,,,,
,KID59357.1,4523,MF,RNA-DNA hybrid ribonuclease activity,,,,
,KID59357.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID59357.1,16021,CC,integral component of membrane,,,,
,KID59357.1,6278,BP,RNA-dependent DNA biosynthetic process,,,,
,KID59357.1,3964,MF,RNA-directed DNA polymerase activity,,,,
,KID59357.1,4527,MF,exonuclease activity,,,,
,KID59357.1,3676,MF,nucleic acid binding,,,,
,KID59357.1,8270,MF,zinc ion binding,,,,
,KID59357.1,8484,MF,sulfuric ester hydrolase activity,,,,
,KID59357.1,46983,MF,protein dimerization activity,,,,
,KID59357.1,4252,MF,serine-type endopeptidase activity,,,,
,KID59357.1,15074,BP,DNA integration,,,,
,KID59357.1,6508,BP,proteolysis,,,,
,KID59358.1,4523,MF,RNA-DNA hybrid ribonuclease activity,,,,
,KID59358.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID59358.1,6278,BP,RNA-dependent DNA biosynthetic process,,,,
,KID59358.1,3964,MF,RNA-directed DNA polymerase activity,,,,
,KID59358.1,8270,MF,zinc ion binding,,,,
,KID59358.1,3676,MF,nucleic acid binding,,,,
