organism	id	protein_id	go_id	ontology	description
1276135		KID59273.1	0016021	CC	integral component of membrane
1276135		KID59273.1	0006278	BP	RNA-dependent DNA biosynthetic process
1276135		KID59273.1	0003964	MF	RNA-directed DNA polymerase activity
1276135		KID59273.1	0003676	MF	nucleic acid binding
1276135		KID59273.1	0008270	MF	zinc ion binding
1276135		KID59273.1	0004527	MF	exonuclease activity
1276135		KID59273.1	0003678	MF	DNA helicase activity
1276135		KID59273.1	0000723	BP	telomere maintenance
1276135		KID59273.1	0046983	MF	protein dimerization activity
1276135		KID59273.1	0032508	BP	DNA duplex unwinding
1276135		KID59273.1	0008484	MF	sulfuric ester hydrolase activity
1276135		KID59273.1	0006310	BP	DNA recombination
1276135		KID59273.1	0005524	MF	ATP binding
1276135		KID59273.1	0006281	BP	DNA repair
1276135		KID59273.1	0015074	BP	DNA integration
1276135		KID59288.1	0016787	MF	hydrolase activity
1276135		KID59288.1	0071765	BP	nuclear inner membrane organization
1276135		KID59290.1	0004784	MF	superoxide dismutase activity
1276135		KID59290.1	0019430	BP	removal of superoxide radicals
1276135		KID59290.1	0016021	CC	integral component of membrane
1276135		KID59290.1	0046872	MF	metal ion binding
1276135		KID59290.1	0055114	BP	oxidation-reduction process
1276135		KID59291.1	0005524	MF	ATP binding
1276135		KID59291.1	0016740	MF	transferase activity
1276135		KID59291.1	0016874	MF	ligase activity
1276135		KID59292.1	0000276	CC	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)
1276135		KID59292.1	0015985	BP	energy coupled proton transport, down electrochemical gradient
1276135		KID59292.1	0015078	MF	proton transmembrane transporter activity
1276135		KID59292.1	0006754	BP	ATP biosynthetic process
1276135		KID59292.1	0044769	MF	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism
1276135		KID59292.1	0019829	MF	ATPase-coupled cation transmembrane transporter activity
1276135		KID59292.1	0016787	MF	hydrolase activity
1276135		KID59292.1	0005854	CC	nascent polypeptide-associated complex
1276135		KID59292.1	0045265	CC	proton-transporting ATP synthase, stator stalk
1276135		KID59292.1	0016021	CC	integral component of membrane
1276135		KID59293.1	0005854	CC	nascent polypeptide-associated complex
1276135		KID59293.1	0015985	BP	energy coupled proton transport, down electrochemical gradient
1276135		KID59293.1	0015078	MF	proton transmembrane transporter activity
1276135		KID59293.1	0006754	BP	ATP biosynthetic process
1276135		KID59293.1	0000276	CC	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)
1276135		KID59293.1	0003735	MF	structural constituent of ribosome
1276135		KID59293.1	0005634	CC	nucleus
1276135		KID59293.1	0005840	CC	ribosome
1276135		KID59293.1	0015031	BP	protein transport
1276135		KID59293.1	0006412	BP	translation
1276135		KID59294.1	0003735	MF	structural constituent of ribosome
1276135		KID59294.1	0005840	CC	ribosome
1276135		KID59294.1	0006412	BP	translation
1276135		KID59294.1	0003723	MF	RNA binding
1276135		KID59294.1	0005854	CC	nascent polypeptide-associated complex
1276135		KID59294.1	0044445	CC	cytosolic part
1276135		KID59294.1	0044446	CC	intracellular organelle part
1276135		KID59294.1	0042273	BP	ribosomal large subunit biogenesis
1276135		KID59296.1	0006629	BP	lipid metabolic process
1276135		KID59296.1	0016021	CC	integral component of membrane
1276135		KID59296.1	0016301	MF	kinase activity
1276135		KID59296.1	0016491	MF	oxidoreductase activity
1276135		KID59296.1	0005739	CC	mitochondrion
1276135		KID59296.1	0016310	BP	phosphorylation
1276135		KID59296.1	0055114	BP	oxidation-reduction process
1276135		KID59297.1	0005739	CC	mitochondrion
1276135		KID59297.1	0016491	MF	oxidoreductase activity
1276135		KID59297.1	0055114	BP	oxidation-reduction process
1276135		KID59297.1	0006629	BP	lipid metabolic process
1276135		KID59297.1	0016021	CC	integral component of membrane
1276135		KID59300.1	0005747	CC	mitochondrial respiratory chain complex I
1276135		KID59300.1	0055114	BP	oxidation-reduction process
1276135		KID59300.1	0016491	MF	oxidoreductase activity
1276135		KID59300.1	0005840	CC	ribosome
1276135		KID59301.1	0006850	BP	mitochondrial pyruvate transmembrane transport
1276135		KID59301.1	0005743	CC	mitochondrial inner membrane
1276135		KID59301.1	0050833	MF	pyruvate transmembrane transporter activity
1276135		KID59301.1	0016021	CC	integral component of membrane
1276135		KID59301.1	0098573	CC	intrinsic component of mitochondrial membrane
1276135		KID59302.1	0005089	MF	Rho guanyl-nucleotide exchange factor activity
1276135		KID59302.1	0035023	BP	regulation of Rho protein signal transduction
1276135		KID59303.1	0004411	MF	homogentisate 1,2-dioxygenase activity
1276135		KID59303.1	1902222	BP	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process
1276135		KID59303.1	0006570	BP	tyrosine metabolic process
1276135		KID59303.1	0006558	BP	L-phenylalanine metabolic process
1276135		KID59303.1	0009074	BP	aromatic amino acid family catabolic process
1276135		KID59303.1	0042737	BP	drug catabolic process
1276135		KID59303.1	0005506	MF	iron ion binding
1276135		KID59303.1	0055114	BP	oxidation-reduction process
1276135		KID59304.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID59304.1	0055114	BP	oxidation-reduction process
1276135		KID59304.1	0016021	CC	integral component of membrane
1276135		KID59304.1	0004497	MF	monooxygenase activity
1276135		KID59304.1	0005506	MF	iron ion binding
1276135		KID59304.1	0020037	MF	heme binding
1276135		KID59305.1	0042910	MF	xenobiotic transmembrane transporter activity
1276135		KID59305.1	0042908	BP	xenobiotic transport
1276135		KID59305.1	0016021	CC	integral component of membrane
1276135		KID59305.1	0015297	MF	antiporter activity
1276135		KID59305.1	0055085	BP	transmembrane transport
1276135		KID59306.1	0004784	MF	superoxide dismutase activity
1276135		KID59306.1	0019430	BP	removal of superoxide radicals
1276135		KID59306.1	0005623	CC	cell
1276135		KID59306.1	0005615	CC	extracellular space
1276135		KID59306.1	0046872	MF	metal ion binding
1276135		KID59306.1	0016021	CC	integral component of membrane
1276135		KID59306.1	0006882	BP	cellular zinc ion homeostasis
1276135		KID59306.1	0055114	BP	oxidation-reduction process
1276135		KID59306.1	0045454	BP	cell redox homeostasis
1276135		KID59307.1	0016442	CC	RISC complex
1276135		KID59307.1	0031047	BP	gene silencing by RNA
1276135		KID59307.1	0004518	MF	nuclease activity
1276135		KID59307.1	0005737	CC	cytoplasm
1276135		KID59307.1	0004784	MF	superoxide dismutase activity
1276135		KID59307.1	0090305	BP	nucleic acid phosphodiester bond hydrolysis
1276135		KID59307.1	0004801	MF	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity
1276135		KID59307.1	0046872	MF	metal ion binding
1276135		KID59307.1	0005634	CC	nucleus
1276135		KID59307.1	0003723	MF	RNA binding
1276135		KID59307.1	0019430	BP	removal of superoxide radicals
1276135		KID59307.1	0006098	BP	pentose-phosphate shunt
1276135		KID59307.1	0006401	BP	RNA catabolic process
1276135		KID59307.1	0005975	BP	carbohydrate metabolic process
1276135		KID59308.1	0004801	MF	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity
1276135		KID59308.1	0006098	BP	pentose-phosphate shunt
1276135		KID59308.1	0005737	CC	cytoplasm
1276135		KID59308.1	0005975	BP	carbohydrate metabolic process
1276135		KID59308.1	0006115	BP	ethanol biosynthetic process
1276135		KID59308.1	0006113	BP	fermentation
1276135		KID59308.1	0044282	BP	small molecule catabolic process
1276135		KID59308.1	1901575	BP	organic substance catabolic process
1276135		KID59309.1	0016787	MF	hydrolase activity
1276135		KID59309.1	0016021	CC	integral component of membrane
1276135		KID59310.1	0033617	BP	mitochondrial respiratory chain complex IV assembly
1276135		KID59310.1	0031305	CC	integral component of mitochondrial inner membrane
1276135		KID59310.1	0016787	MF	hydrolase activity
1276135		KID59310.1	0005758	CC	mitochondrial intermembrane space
1276135		KID59311.1	0016787	MF	hydrolase activity
1276135		KID59311.1	0016021	CC	integral component of membrane
1276135		KID59311.1	0006629	BP	lipid metabolic process
1276135		KID59312.1	0016021	CC	integral component of membrane
1276135		KID59312.1	0016757	MF	transferase activity, transferring glycosyl groups
1276135		KID59314.1	0046872	MF	metal ion binding
1276135		KID59314.1	0000178	CC	exosome (RNase complex)
1276135		KID59314.1	0003723	MF	RNA binding
1276135		KID59315.1	0051015	MF	actin filament binding
1276135		KID59315.1	0016459	CC	myosin complex
1276135		KID59315.1	0006221	BP	pyrimidine nucleotide biosynthetic process
1276135		KID59315.1	0003774	MF	motor activity
1276135		KID59315.1	0046036	BP	CTP metabolic process
1276135		KID59315.1	0009209	BP	pyrimidine ribonucleoside triphosphate biosynthetic process
1276135		KID59315.1	0005524	MF	ATP binding
1276135		KID59315.1	0006541	BP	glutamine metabolic process
1276135		KID59315.1	0003883	MF	CTP synthase activity
1276135		KID59315.1	0009260	BP	ribonucleotide biosynthetic process
1276135		KID59322.1	0000723	BP	telomere maintenance
1276135		KID59322.1	0003678	MF	DNA helicase activity
1276135		KID59322.1	0032508	BP	DNA duplex unwinding
1276135		KID59322.1	0006310	BP	DNA recombination
1276135		KID59322.1	0006281	BP	DNA repair
1276135		KID59322.1	0005524	MF	ATP binding
1276135		KID59322.1	0003676	MF	nucleic acid binding
1276135		KID59324.1	0006355	BP	regulation of transcription, DNA-templated
1276135		KID59324.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID59324.1	0016021	CC	integral component of membrane
1276135		KID59324.1	0004497	MF	monooxygenase activity
1276135		KID59324.1	0005506	MF	iron ion binding
1276135		KID59324.1	0020037	MF	heme binding
1276135		KID59324.1	0055114	BP	oxidation-reduction process
1276135		KID59325.1	0004190	MF	aspartic-type endopeptidase activity
1276135		KID59325.1	0006508	BP	proteolysis
1276135		KID59325.1	0000324	CC	fungal-type vacuole
1276135		KID59325.1	0016237	BP	lysosomal microautophagy
1276135		KID59325.1	0016236	BP	macroautophagy
1276135		KID59325.1	0070492	MF	oligosaccharide binding
1276135		KID59325.1	0097718	MF	disordered domain specific binding
1276135		KID59325.1	0009267	BP	cellular response to starvation
1276135		KID59325.1	0005615	CC	extracellular space
1276135		KID59325.1	0030163	BP	protein catabolic process
1276135		KID59325.1	0051604	BP	protein maturation
1276135		KID59325.1	0032991	CC	protein-containing complex
1276135		KID59325.1	0002803	BP	positive regulation of antibacterial peptide production
1276135		KID59325.1	0044265	BP	cellular macromolecule catabolic process
1276135		KID59325.1	0044267	BP	cellular protein metabolic process
1276135		KID59325.1	0032258	BP	protein localization by the Cvt pathway
1276135		KID59325.1	0007586	BP	digestion
1276135		KID59328.1	0015074	BP	DNA integration
1276135		KID59328.1	0003676	MF	nucleic acid binding
1276135		KID59328.1	0005634	CC	nucleus
1276135		KID59329.1	0015074	BP	DNA integration
1276135		KID59329.1	0003676	MF	nucleic acid binding
1276135		KID59329.1	0005634	CC	nucleus
1276135		KID59329.1	0003964	MF	RNA-directed DNA polymerase activity
1276135		KID59329.1	0008270	MF	zinc ion binding
1276135		KID59329.1	0005739	CC	mitochondrion
1276135		KID59329.1	0005887	CC	integral component of plasma membrane
1276135		KID59329.1	0006278	BP	RNA-dependent DNA biosynthetic process
1276135		KID59329.1	0004806	MF	triglyceride lipase activity
1276135		KID59329.1	0004190	MF	aspartic-type endopeptidase activity
1276135		KID59329.1	0004523	MF	RNA-DNA hybrid ribonuclease activity
1276135		KID59329.1	0016042	BP	lipid catabolic process
1276135		KID59329.1	0090502	BP	RNA phosphodiester bond hydrolysis, endonucleolytic
1276135		KID59329.1	0006508	BP	proteolysis
1276135		KID59329.1	0046983	MF	protein dimerization activity
1276135		KID59329.1	0005524	MF	ATP binding
1276135		KID59329.1	0009143	BP	nucleoside triphosphate catabolic process
1276135		KID59329.1	0047429	MF	nucleoside-triphosphate diphosphatase activity
1276135		KID59329.1	0006468	BP	protein phosphorylation
1276135		KID59329.1	0004672	MF	protein kinase activity
1276135		KID59329.1	0006355	BP	regulation of transcription, DNA-templated
1276135		KID59329.1	0003678	MF	DNA helicase activity
1276135		KID59329.1	0032508	BP	DNA duplex unwinding
1276135		KID59329.1	0055085	BP	transmembrane transport
1276135		KID59331.1	0004672	MF	protein kinase activity
1276135		KID59331.1	0006468	BP	protein phosphorylation
1276135		KID59331.1	0005524	MF	ATP binding
1276135		KID59335.1	0046872	MF	metal ion binding
1276135		KID59335.1	0006888	BP	endoplasmic reticulum to Golgi vesicle-mediated transport
1276135		KID59335.1	0005737	CC	cytoplasm
1276135		KID59336.1	0003924	MF	GTPase activity
1276135		KID59336.1	0000266	BP	mitochondrial fission
1276135		KID59336.1	0005737	CC	cytoplasm
1276135		KID59336.1	0005525	MF	GTP binding
1276135		KID59336.1	0016559	BP	peroxisome fission
1276135		KID59336.1	0016020	CC	membrane
1276135		KID59336.1	0055114	BP	oxidation-reduction process
1276135		KID59336.1	0008017	MF	microtubule binding
1276135		KID59336.1	0016702	MF	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
1276135		KID59338.1	0006313	BP	transposition, DNA-mediated
1276135		KID59338.1	0003677	MF	DNA binding
1276135		KID59338.1	0030014	CC	CCR4-NOT complex
1276135		KID59338.1	0016021	CC	integral component of membrane
1276135		KID59338.1	0015074	BP	DNA integration
1276135		KID59338.1	0004518	MF	nuclease activity
1276135		KID59338.1	0017025	MF	TBP-class protein binding
1276135		KID59338.1	0016491	MF	oxidoreductase activity
1276135		KID59338.1	0050662	MF	coenzyme binding
1276135		KID59338.1	0090305	BP	nucleic acid phosphodiester bond hydrolysis
1276135		KID59338.1	0070897	BP	transcription preinitiation complex assembly
1276135		KID59338.1	0016831	MF	carboxy-lyase activity
1276135		KID59338.1	0055114	BP	oxidation-reduction process
1276135		KID59338.1	0140098	MF	catalytic activity, acting on RNA
1276135		KID59338.1	0046983	MF	protein dimerization activity
1276135		KID59338.1	0070279	MF	vitamin B6 binding
1276135		KID59338.1	0006520	BP	cellular amino acid metabolic process
1276135		KID59338.1	0042132	MF	fructose 1,6-bisphosphate 1-phosphatase activity
1276135		KID59338.1	0043168	MF	anion binding
1276135		KID59338.1	0006071	BP	glycerol metabolic process
1276135		KID59338.1	0006094	BP	gluconeogenesis
1276135		KID59338.1	0052689	MF	carboxylic ester hydrolase activity
1276135		KID59338.1	0106074	BP	aminoacyl-tRNA metabolism involved in translational fidelity
1276135		KID59338.1	0016875	MF	ligase activity, forming carbon-oxygen bonds
1276135		KID59338.1	0000166	MF	nucleotide binding
1276135		KID59338.1	0016311	BP	dephosphorylation
1276135		KID59338.1	0097367	MF	carbohydrate derivative binding
1276135		KID59338.1	0006355	BP	regulation of transcription, DNA-templated
1276135		KID59338.1	0006412	BP	translation
1276135		KID59339.1	0015074	BP	DNA integration
1276135		KID59339.1	0003676	MF	nucleic acid binding
1276135		KID59340.1	0015074	BP	DNA integration
1276135		KID59340.1	0003676	MF	nucleic acid binding
1276135		KID59340.1	0016021	CC	integral component of membrane
1276135		KID59340.1	0003964	MF	RNA-directed DNA polymerase activity
1276135		KID59340.1	0006278	BP	RNA-dependent DNA biosynthetic process
1276135		KID59341.1	0004523	MF	RNA-DNA hybrid ribonuclease activity
1276135		KID59341.1	0090502	BP	RNA phosphodiester bond hydrolysis, endonucleolytic
1276135		KID59341.1	0016021	CC	integral component of membrane
1276135		KID59341.1	0006278	BP	RNA-dependent DNA biosynthetic process
1276135		KID59341.1	0003964	MF	RNA-directed DNA polymerase activity
1276135		KID59341.1	0003676	MF	nucleic acid binding
1276135		KID59341.1	0008270	MF	zinc ion binding
1276135		KID59341.1	0004527	MF	exonuclease activity
1276135		KID59341.1	0008484	MF	sulfuric ester hydrolase activity
1276135		KID59341.1	0003678	MF	DNA helicase activity
1276135		KID59341.1	0046983	MF	protein dimerization activity
1276135		KID59341.1	0000723	BP	telomere maintenance
1276135		KID59341.1	0032508	BP	DNA duplex unwinding
1276135		KID59341.1	0006310	BP	DNA recombination
1276135		KID59341.1	0005524	MF	ATP binding
1276135		KID59341.1	0015074	BP	DNA integration
1276135		KID59341.1	0006281	BP	DNA repair
1276135		KID59341.1	0004252	MF	serine-type endopeptidase activity
