organism	id	protein_id	go_id	ontology	description		
1276135		KID59290.1	16021	CC	integral component of membrane		
1276135		KID59290.1	46872	MF	metal ion binding		
1276135		KID59290.1	55114	BP	oxidation-reduction process		
1276135		KID59291.1	5524	MF	ATP binding		
1276135		KID59291.1	16740	MF	transferase activity		
1276135		KID59291.1	16874	MF	ligase activity		
1276135		KID59292.1	276	CC	mitochondrial proton-transporting ATP synthase complex		
1276135		KID59292.1	15985	BP	energy coupled proton transport		
1276135		KID59292.1	15078	MF	proton transmembrane transporter activity		
1276135		KID59292.1	6754	BP	ATP biosynthetic process		
1276135		KID59292.1	44769	MF	ATPase activity		
1276135		KID59292.1	19829	MF	ATPase-coupled cation transmembrane transporter activity		
1276135		KID59292.1	16787	MF	hydrolase activity		
1276135		KID59292.1	5854	CC	nascent polypeptide-associated complex		
1276135		KID59292.1	45265	CC	proton-transporting ATP synthase		
1276135		KID59292.1	16021	CC	integral component of membrane		
1276135		KID59293.1	5854	CC	nascent polypeptide-associated complex		
1276135		KID59293.1	15985	BP	energy coupled proton transport		
1276135		KID59293.1	15078	MF	proton transmembrane transporter activity		
1276135		KID59293.1	6754	BP	ATP biosynthetic process		
1276135		KID59293.1	276	CC	mitochondrial proton-transporting ATP synthase complex		
1276135		KID59293.1	3735	MF	structural constituent of ribosome		
1276135		KID59293.1	5634	CC	nucleus		
1276135		KID59293.1	5840	CC	ribosome		
1276135		KID59293.1	15031	BP	protein transport		
1276135		KID59293.1	6412	BP	translation		
1276135		KID59294.1	3735	MF	structural constituent of ribosome		
1276135		KID59294.1	5840	CC	ribosome		
1276135		KID59294.1	6412	BP	translation		
1276135		KID59294.1	3723	MF	RNA binding		
1276135		KID59294.1	5854	CC	nascent polypeptide-associated complex		
1276135		KID59294.1	44445	CC	cytosolic part		
1276135		KID59294.1	44446	CC	intracellular organelle part		
1276135		KID59294.1	42273	BP	ribosomal large subunit biogenesis		
1276135		KID59296.1	6629	BP	lipid metabolic process		
1276135		KID59296.1	16021	CC	integral component of membrane		
1276135		KID59296.1	16301	MF	kinase activity		
1276135		KID59296.1	16491	MF	oxidoreductase activity		
1276135		KID59296.1	5739	CC	mitochondrion		
1276135		KID59296.1	16310	BP	phosphorylation		
1276135		KID59296.1	55114	BP	oxidation-reduction process		
1276135		KID59297.1	5739	CC	mitochondrion		
1276135		KID59297.1	16491	MF	oxidoreductase activity		
1276135		KID59297.1	55114	BP	oxidation-reduction process		
1276135		KID59297.1	6629	BP	lipid metabolic process		
1276135		KID59297.1	16021	CC	integral component of membrane		
1276135		KID59300.1	5747	CC	mitochondrial respiratory chain complex I		
1276135		KID59300.1	55114	BP	oxidation-reduction process		
1276135		KID59300.1	16491	MF	oxidoreductase activity		
1276135		KID59300.1	5840	CC	ribosome		
1276135		KID59301.1	6850	BP	mitochondrial pyruvate transmembrane transport		
1276135		KID59301.1	5743	CC	mitochondrial inner membrane		
1276135		KID59301.1	50833	MF	pyruvate transmembrane transporter activity		
1276135		KID59301.1	16021	CC	integral component of membrane		
1276135		KID59301.1	98573	CC	intrinsic component of mitochondrial membrane		
1276135		KID59302.1	5089	MF	Rho guanyl-nucleotide exchange factor activity		
1276135		KID59302.1	35023	BP	regulation of Rho protein signal transduction		
1276135		KID59303.1	4411	MF	homogentisate 1		
1276135		KID59303.1	1902222	BP	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process		
1276135		KID59303.1	6570	BP	tyrosine metabolic process		
1276135		KID59303.1	6558	BP	L-phenylalanine metabolic process		
1276135		KID59303.1	9074	BP	aromatic amino acid family catabolic process		
1276135		KID59303.1	42737	BP	drug catabolic process		
1276135		KID59303.1	5506	MF	iron ion binding		
1276135		KID59303.1	55114	BP	oxidation-reduction process		
1276135		KID59304.1	16705	MF	oxidoreductase activity		
1276135		KID59304.1	55114	BP	oxidation-reduction process		
1276135		KID59304.1	16021	CC	integral component of membrane		
1276135		KID59304.1	4497	MF	monooxygenase activity		
1276135		KID59304.1	5506	MF	iron ion binding		
1276135		KID59304.1	20037	MF	heme binding		
1276135		KID59305.1	42910	MF	xenobiotic transmembrane transporter activity		
1276135		KID59305.1	42908	BP	xenobiotic transport		
1276135		KID59305.1	16021	CC	integral component of membrane		
1276135		KID59305.1	15297	MF	antiporter activity		
1276135		KID59305.1	55085	BP	transmembrane transport		
1276135		KID59306.1	4784	MF	superoxide dismutase activity		
1276135		KID59306.1	19430	BP	removal of superoxide radicals		
1276135		KID59306.1	5623	CC	cell		
1276135		KID59306.1	5615	CC	extracellular space		
1276135		KID59306.1	46872	MF	metal ion binding		
1276135		KID59306.1	16021	CC	integral component of membrane		
1276135		KID59306.1	6882	BP	cellular zinc ion homeostasis		
1276135		KID59306.1	55114	BP	oxidation-reduction process		
1276135		KID59306.1	45454	BP	cell redox homeostasis		
1276135		KID59307.1	16442	CC	RISC complex		
1276135		KID59307.1	31047	BP	gene silencing by RNA		
1276135		KID59307.1	4518	MF	nuclease activity		
1276135		KID59307.1	5737	CC	cytoplasm		
1276135		KID59307.1	4784	MF	superoxide dismutase activity		
1276135		KID59307.1	90305	BP	nucleic acid phosphodiester bond hydrolysis		
1276135		KID59307.1	4801	MF	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity		
1276135		KID59307.1	46872	MF	metal ion binding		
1276135		KID59307.1	5634	CC	nucleus		
1276135		KID59307.1	3723	MF	RNA binding		
1276135		KID59307.1	19430	BP	removal of superoxide radicals		
1276135		KID59307.1	6098	BP	pentose-phosphate shunt		
1276135		KID59307.1	6401	BP	RNA catabolic process		
1276135		KID59307.1	5975	BP	carbohydrate metabolic process		
1276135		KID59308.1	4801	MF	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity		
1276135		KID59308.1	6098	BP	pentose-phosphate shunt		
1276135		KID59308.1	5737	CC	cytoplasm		
1276135		KID59308.1	5975	BP	carbohydrate metabolic process		
1276135		KID59308.1	6115	BP	ethanol biosynthetic process		
1276135		KID59308.1	6113	BP	fermentation		
1276135		KID59308.1	44282	BP	small molecule catabolic process		
1276135		KID59308.1	1901575	BP	organic substance catabolic process		
1276135		KID59309.1	16787	MF	hydrolase activity		
1276135		KID59309.1	16021	CC	integral component of membrane		
1276135		KID59310.1	33617	BP	mitochondrial respiratory chain complex IV assembly		
1276135		KID59310.1	31305	CC	integral component of mitochondrial inner membrane		
1276135		KID59310.1	16787	MF	hydrolase activity		
1276135		KID59310.1	5758	CC	mitochondrial intermembrane space		
1276135		KID59311.1	16787	MF	hydrolase activity		
1276135		KID59311.1	16021	CC	integral component of membrane		
1276135		KID59311.1	6629	BP	lipid metabolic process		
1276135		KID59312.1	16021	CC	integral component of membrane		
1276135		KID59312.1	16757	MF	transferase activity		
1276135		KID59314.1	46872	MF	metal ion binding		
1276135		KID59314.1	178	CC	exosome (RNase complex)		
1276135		KID59314.1	3723	MF	RNA binding		
1276135		KID59315.1	51015	MF	actin filament binding		
1276135		KID59315.1	16459	CC	myosin complex		
1276135		KID59315.1	6221	BP	pyrimidine nucleotide biosynthetic process		
1276135		KID59315.1	3774	MF	motor activity		
1276135		KID59315.1	46036	BP	CTP metabolic process		
1276135		KID59315.1	9209	BP	pyrimidine ribonucleoside triphosphate biosynthetic process		
1276135		KID59315.1	5524	MF	ATP binding		
1276135		KID59315.1	6541	BP	glutamine metabolic process		
1276135		KID59315.1	3883	MF	CTP synthase activity		
1276135		KID59315.1	9260	BP	ribonucleotide biosynthetic process		
1276135		KID59322.1	723	BP	telomere maintenance		
1276135		KID59322.1	3678	MF	DNA helicase activity		
1276135		KID59322.1	32508	BP	DNA duplex unwinding		
1276135		KID59322.1	6310	BP	DNA recombination		
1276135		KID59322.1	6281	BP	DNA repair		
1276135		KID59322.1	5524	MF	ATP binding		
1276135		KID59322.1	3676	MF	nucleic acid binding		
1276135		KID59324.1	6355	BP	regulation of transcription		
1276135		KID59324.1	16705	MF	oxidoreductase activity		
1276135		KID59324.1	16021	CC	integral component of membrane		
1276135		KID59324.1	4497	MF	monooxygenase activity		
1276135		KID59324.1	5506	MF	iron ion binding		
1276135		KID59324.1	20037	MF	heme binding		
1276135		KID59324.1	55114	BP	oxidation-reduction process		
1276135		KID59325.1	4190	MF	aspartic-type endopeptidase activity		
1276135		KID59325.1	6508	BP	proteolysis		
1276135		KID59325.1	324	CC	fungal-type vacuole		
1276135		KID59325.1	16237	BP	lysosomal microautophagy		
1276135		KID59325.1	16236	BP	macroautophagy		
1276135		KID59325.1	70492	MF	oligosaccharide binding		
1276135		KID59325.1	97718	MF	disordered domain specific binding		
1276135		KID59325.1	9267	BP	cellular response to starvation		
1276135		KID59325.1	5615	CC	extracellular space		
1276135		KID59325.1	30163	BP	protein catabolic process		
1276135		KID59325.1	51604	BP	protein maturation		
1276135		KID59325.1	32991	CC	protein-containing complex		
1276135		KID59325.1	2803	BP	positive regulation of antibacterial peptide production		
1276135		KID59325.1	44265	BP	cellular macromolecule catabolic process		
1276135		KID59325.1	44267	BP	cellular protein metabolic process		
1276135		KID59325.1	32258	BP	protein localization by the Cvt pathway		
1276135		KID59325.1	7586	BP	digestion		
1276135		KID59328.1	15074	BP	DNA integration		
1276135		KID59328.1	3676	MF	nucleic acid binding		
1276135		KID59328.1	5634	CC	nucleus		
1276135		KID59329.1	15074	BP	DNA integration		
1276135		KID59329.1	3676	MF	nucleic acid binding		
1276135		KID59329.1	5634	CC	nucleus		
1276135		KID59329.1	3964	MF	RNA-directed DNA polymerase activity		
1276135		KID59329.1	8270	MF	zinc ion binding		
1276135		KID59329.1	5739	CC	mitochondrion		
1276135		KID59329.1	5887	CC	integral component of plasma membrane		
1276135		KID59329.1	6278	BP	RNA-dependent DNA biosynthetic process		
1276135		KID59329.1	4806	MF	triglyceride lipase activity		
1276135		KID59329.1	4190	MF	aspartic-type endopeptidase activity		
1276135		KID59329.1	4523	MF	RNA-DNA hybrid ribonuclease activity		
1276135		KID59329.1	16042	BP	lipid catabolic process		
1276135		KID59329.1	90502	BP	RNA phosphodiester bond hydrolysis		
1276135		KID59329.1	6508	BP	proteolysis		
1276135		KID59329.1	46983	MF	protein dimerization activity		
1276135		KID59329.1	5524	MF	ATP binding		
1276135		KID59329.1	9143	BP	nucleoside triphosphate catabolic process		
1276135		KID59329.1	47429	MF	nucleoside-triphosphate diphosphatase activity		
1276135		KID59329.1	6468	BP	protein phosphorylation		
1276135		KID59329.1	4672	MF	protein kinase activity		
1276135		KID59329.1	6355	BP	regulation of transcription		
1276135		KID59329.1	3678	MF	DNA helicase activity		
1276135		KID59329.1	32508	BP	DNA duplex unwinding		
1276135		KID59329.1	55085	BP	transmembrane transport		
1276135		KID59331.1	4672	MF	protein kinase activity		
1276135		KID59331.1	6468	BP	protein phosphorylation		
1276135		KID59331.1	5524	MF	ATP binding		
1276135		KID59335.1	46872	MF	metal ion binding		
1276135		KID59335.1	6888	BP	endoplasmic reticulum to Golgi vesicle-mediated transport		
1276135		KID59335.1	5737	CC	cytoplasm		
1276135		KID59336.1	3924	MF	GTPase activity		
1276135		KID59336.1	266	BP	mitochondrial fission		
1276135		KID59336.1	5737	CC	cytoplasm		
1276135		KID59336.1	5525	MF	GTP binding		
1276135		KID59336.1	16559	BP	peroxisome fission		
1276135		KID59336.1	16020	CC	membrane		
1276135		KID59336.1	55114	BP	oxidation-reduction process		
1276135		KID59336.1	8017	MF	microtubule binding		
1276135		KID59336.1	16702	MF	oxidoreductase activity		
1276135		KID59338.1	6313	BP	transposition		
1276135		KID59338.1	3677	MF	DNA binding		
1276135		KID59338.1	30014	CC	CCR4-NOT complex		
1276135		KID59338.1	16021	CC	integral component of membrane		
1276135		KID59338.1	15074	BP	DNA integration		
1276135		KID59338.1	4518	MF	nuclease activity		
1276135		KID59338.1	17025	MF	TBP-class protein binding		
1276135		KID59338.1	16491	MF	oxidoreductase activity		
1276135		KID59338.1	50662	MF	coenzyme binding		
1276135		KID59338.1	90305	BP	nucleic acid phosphodiester bond hydrolysis		
1276135		KID59338.1	70897	BP	transcription preinitiation complex assembly		
1276135		KID59338.1	16831	MF	carboxy-lyase activity		
1276135		KID59338.1	55114	BP	oxidation-reduction process		
1276135		KID59338.1	140098	MF	catalytic activity		
1276135		KID59338.1	46983	MF	protein dimerization activity		
1276135		KID59338.1	70279	MF	vitamin B6 binding		
1276135		KID59338.1	6520	BP	cellular amino acid metabolic process		
1276135		KID59338.1	42132	MF	fructose 1		
1276135		KID59338.1	43168	MF	anion binding		
1276135		KID59338.1	6071	BP	glycerol metabolic process		
1276135		KID59338.1	6094	BP	gluconeogenesis		
1276135		KID59338.1	52689	MF	carboxylic ester hydrolase activity		
1276135		KID59338.1	106074	BP	aminoacyl-tRNA metabolism involved in translational fidelity		
1276135		KID59338.1	16875	MF	ligase activity		
1276135		KID59338.1	166	MF	nucleotide binding		
1276135		KID59338.1	16311	BP	dephosphorylation		
1276135		KID59338.1	97367	MF	carbohydrate derivative binding		
1276135		KID59338.1	6355	BP	regulation of transcription		
1276135		KID59338.1	6412	BP	translation		
1276135		KID59339.1	15074	BP	DNA integration		
1276135		KID59339.1	3676	MF	nucleic acid binding		
1276135		KID59340.1	15074	BP	DNA integration		
1276135		KID59340.1	3676	MF	nucleic acid binding		
1276135		KID59340.1	16021	CC	integral component of membrane		
1276135		KID59340.1	3964	MF	RNA-directed DNA polymerase activity		
1276135		KID59340.1	6278	BP	RNA-dependent DNA biosynthetic process		
1276135		KID59341.1	4523	MF	RNA-DNA hybrid ribonuclease activity		
1276135		KID59341.1	90502	BP	RNA phosphodiester bond hydrolysis		
1276135		KID59341.1	16021	CC	integral component of membrane		
1276135		KID59341.1	6278	BP	RNA-dependent DNA biosynthetic process		
1276135		KID59341.1	3964	MF	RNA-directed DNA polymerase activity		
1276135		KID59341.1	3676	MF	nucleic acid binding		
1276135		KID59341.1	8270	MF	zinc ion binding		
1276135		KID59341.1	4527	MF	exonuclease activity		
1276135		KID59341.1	8484	MF	sulfuric ester hydrolase activity		
1276135		KID59341.1	3678	MF	DNA helicase activity		
1276135		KID59341.1	46983	MF	protein dimerization activity		
1276135		KID59341.1	723	BP	telomere maintenance		
1276135		KID59341.1	32508	BP	DNA duplex unwinding		
1276135		KID59341.1	6310	BP	DNA recombination		
1276135		KID59341.1	5524	MF	ATP binding		
1276135		KID59341.1	15074	BP	DNA integration		
1276135		KID59341.1	6281	BP	DNA repair		
1276135		KID59341.1	4252	MF	serine-type endopeptidase activity		
1276135		KID59341.1	6508	BP	proteolysis		
1276135		KID59342.1	4523	MF	RNA-DNA hybrid ribonuclease activity		
1276135		KID59342.1	90502	BP	RNA phosphodiester bond hydrolysis		
1276135		KID59342.1	16021	CC	integral component of membrane		
1276135		KID59342.1	6278	BP	RNA-dependent DNA biosynthetic process		
1276135		KID59342.1	3964	MF	RNA-directed DNA polymerase activity		
1276135		KID59342.1	4527	MF	exonuclease activity		
1276135		KID59342.1	3676	MF	nucleic acid binding		
1276135		KID59342.1	8270	MF	zinc ion binding		
1276135		KID59342.1	46983	MF	protein dimerization activity		
1276135		KID59342.1	8484	MF	sulfuric ester hydrolase activity		
1276135		KID59343.1	4523	MF	RNA-DNA hybrid ribonuclease activity		
1276135		KID59343.1	90502	BP	RNA phosphodiester bond hydrolysis		
1276135		KID59343.1	16021	CC	integral component of membrane		
1276135		KID59343.1	6278	BP	RNA-dependent DNA biosynthetic process		
1276135		KID59343.1	3964	MF	RNA-directed DNA polymerase activity		
1276135		KID59343.1	3676	MF	nucleic acid binding		
1276135		KID59343.1	8270	MF	zinc ion binding		
1276135		KID59343.1	4527	MF	exonuclease activity		
1276135		KID59343.1	8484	MF	sulfuric ester hydrolase activity		
1276135		KID59343.1	46983	MF	protein dimerization activity		
1276135		KID59343.1	3678	MF	DNA helicase activity		
1276135		KID59343.1	723	BP	telomere maintenance		
1276135		KID59343.1	32508	BP	DNA duplex unwinding		
1276135		KID59343.1	15074	BP	DNA integration		
1276135		KID59343.1	5524	MF	ATP binding		
1276135		KID59343.1	6310	BP	DNA recombination		
1276135		KID59343.1	6281	BP	DNA repair		
1276135		KID59343.1	4252	MF	serine-type endopeptidase activity		
1276135		KID59343.1	6508	BP	proteolysis		
1276135		KID59346.1	4540	MF	ribonuclease activity		
1276135		KID59346.1	6397	BP	mRNA processing		
1276135		KID59346.1	5634	CC	nucleus		
1276135		KID59346.1	90501	BP	RNA phosphodiester bond hydrolysis		
1276135		KID59346.1	19901	MF	protein kinase binding		
1276135		KID59346.1	4672	MF	protein kinase activity		
1276135		KID59346.1	6468	BP	protein phosphorylation		
1276135		KID59346.1	8810	MF	cellulase activity		
1276135		KID59346.1	5737	CC	cytoplasm		
1276135		KID59346.1	46326	BP	positive regulation of glucose import		
1276135		KID59346.1	3677	MF	DNA binding		
1276135		KID59346.1	6351	BP	transcription		
